COLUMNA,DESCRIPCION,TIPO_DATO,LONGITUD,CODIGO_VALIDO
CP141_2,Vacunación : Empleo de sustancias elaboradas a base de microorganismos que permiten prevenir o controlar las enfermedades virales o  bacterianas del ganado. Unidad de medida: Porcentaje,float,10.2,0000000000.00-9999999999.99
CP141_3,"Alimento balanceado : Cantidad de mezcla o combinación de productos agrícolas (maíz, trigo, sorgo, entre otros), ganaderos (pollinaza, cerdaza) o  industriales (melaza, harina de sangre, harina de carne y hueso entre otros) que contiene los requerimientos necesarios para  una buena nutrición del ganado. Se incluyen tanto los alimentos que se elaboran en la unidad de producción, como aquellos  en que la mezcla ya preparada proviene de casas comerciales. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
CP141_3_3_2,"Que elaboran su propio alimento : Mezcla o combinación de productos agrícolas (maíz, trigo, sorgo, entre otros), ganaderos (pollinaza, cerdaza) o industriales  (melaza, harina de sangre, harina de carne y hueso entre otros) que contiene los requerimientos necesarios para una buena  nutrición del ganado. Se incluyen tanto los alimentos que se elaboran en la unidad de producción, como aquellos en que la  mezcla ya preparada proviene de casas comerciales. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
CP141_3_3_1,Consumo de alimento promedio diario por animal (Kilos) : Promedio de alimento balanceado consumido por cabeza por día en la unidad de producción. Unidad de medida: Kilos,float,10.2,0000000000.00-9999999999.99
CP141_4,Asistencia técnica : Orientación que recibe el productor por parte de personal especializado para la utilización de técnicas o procedimientos con  el propósito de mejorar la producción del ganado. Unidad de medida: Porcentaje,float,10.2,0000000000.00-9999999999.99
CP141_5,"Inseminación artificial : Técnica que consiste en depositar el semen, por medios artificiales, en una hembra en celo, con el fin de preñarla sin que  haya monta directa. Se utiliza principalmente para mejorar la calidad del ganado y evitar enfermedades de transmisión  sexual. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
CP141_6,"Programa de mejoramiento genético : Proceso por medio del cual se va aumentando la calidad genética del ganado con la finalidad de mejorar el tipo, producción y  rendimiento de los animales. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
CP141_99,"Porcino otra tecnología : Empleo de tecnologías no consideradas en las opciones anteriores como son: prueba de tuberculosis, descornado, castración,  la aplicación de hormonas, sistemas de identificación y extracción de semen, entre otras. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
UP_CRIA_EXPLO,"Unidades de producción con cría y explotación de animales : Es aquella en la que se realizan actividades relacionadas con la cría, reproducción, engorda o uso, del ganado bovino, porcino, ovino, caprino, équidos, aves de corral, avestruces, conejos, abejas, entre otras, de interés censal, en el periodo de referencia. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
UP_DC121,"Unidades con ventas de la producción ganadera : Autoconsumo o venta de los productos agrícolas, animales o de los productos ganaderos obtenidos en la unidad de  producción entre octubre de 2013 y septiembre de 2014. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
DC122_1,"Consumidor : Comercialización de los animales o sus productos que el productor realiza con un particular en el período de referencia,  quien los adquiere para consumirlos. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
DC122_2,"Intermediario : Comercialización de la producción agropecuaria, que el productor realiza a una persona o ente, quien a su vez la revende sin  transformarla o procesarla, obteniendo ganancia por ello. En el caso de la comercialización del ganado a estas personas se les  conoce también como introductores. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
DC122_3,"Central de abastos : Comercialización de la producción agropecuaria en un lugar o edificio público donde se compra al mayoreo y se vende al  mayoreo y/o menudeo, especialmente alimentos y otros productos de primera necesidad. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
DC122_4,Centro comercial o supermercado : Comercialización de la producción agropecuaria que se realiza a empresas que cuentan con establecimientos ubicados en los  barrios de las ciudades que hacen más accesibles a los clientes los productos agropecuarios. Unidad de medida: Porcentaje,float,10.2,0000000000.00-9999999999.99
DC122_5,Rastro : Comercialización del ganado a plantas dedicadas a la matanza del ganado y procesadoras de carnes. Unidad de medida: Porcentaje,float,10.2,0000000000.00-9999999999.99
DC122_991,Carnicerías : Es la unidad de producción económica que vendió su producción pecuaria a una carnicería. Unidad de medida: Porcentaje,float,10.2,0000000000.00-9999999999.99
DC122_6,"Otro país : Es la comercialización de productos animales o sus productos que el productor realiza de manera directa (sin intermediarios)  en el exterior a particulares o empresas, conforme a las leyes y normas establecidas en el comercio internacional. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
DC122_99,"Otro tipo de comprador : Es la comercialización de los productos agrícolas, animales y/o sus productos a una persona o empresa diferente a los  considerados en las opciones anteriores. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
DC121_2,"Sin comercialización de la producción  : Es la unidad económica con cría y explotación de animales, sin comercialización de los mismos o de sus productos en el periodo de referencia. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
ESTATUS,"Descripción de estatus de los datos.El estatus de la información puede ser : Cifras Definitivas, Cifras Revisadas, Cifras Preliminares.",varchar,100,Cifras Definitivas
